EF137,n_obs,EF952_sum,EF952_share_green_abs,EF952_share_brown_abs,EF952_share_neutral_abs,EF952_share_green_rel,EF952_share_brown_rel,EF952_share_neutral_rel
Other accommodation,117,12546.739,8.658857142857142,8.658857142857142,12529.421285714287,6.901280996486133e-4,6.901280996486133e-4,0.9986197438007028
Restaurants and mobile food service activities,6664,814479.326,197.10430303030302,714.5135185185187,813567.7081784512,2.4200037586994937e-4,8.772641560192513e-4,0.9988807354681107
Event catering and other food service activities,1650,186502.078,384.8598333333333,129.7244871794872,185987.49367948718,0.0020635686071730167,6.955659077401121e-4,0.9972408654850868
Beverage serving activities,689,80062.845,0,19.16816666666667,80043.67683333333,0,2.3941400866615058e-4,0.9997605859913338
"Publishing of books, periodicals and other publishing activities",1920,210275.761,33.893238636363634,57.194423076923094,210184.67333828672,1.611847151339694e-4,2.7199722309849633e-4,0.9995668180617676
Software publishing,2984,342309.053,2113.2837457792207,382.8715274318273,339812.89772678894,0.0061736133685579755,0.0011184966452868757,0.9927078899861551
"Motion picture, video and television programme activities",520,59087.131,31.356625,129.7159796714007,58926.0583953286,5.306845072575955e-4,0.0021953338650238527,0.9972739816277185
Sound recording and music publishing activities,250,28271.744,32.790752272727275,0,28238.953247727273,0.001159841864468187,0,0.9988401581355318
Radio broadcasting,184,19645.693,22.628920454545455,7.301777777777777,19615.762301767678,0.0011518514747504939,3.7167320988767245e-4,0.9984764753153619
Television programming and broadcasting activities,208,22130.44,33.279666666666664,0,22097.160333333333,0.0015037959781489508,0,0.9984962040218511
Wired telecommunications activities,310,33196.761,76.63953863636364,132.2576911764706,32987.86377018716,0.0023086450704140576,0.003984054082157912,0.993707300847428
Wireless telecommunications activities,79,8526.431,29.743208333333335,0,8496.687791666667,0.0034883538415232977,0,0.9965116461584766
Satellite telecommunications activities,15,1635.217,56.850833333333334,0,1578.3661666666667,0.03476653761141997,0,0.96523346238858
Other telecommunications activities,151,17858.686,23.177599999999998,0,17835.5084,0.0012978334464248936,0,0.9987021665535749
"Computer programming, consultancy and related activities",5119,571834.351,5561.51955762987,517.162455026455,565755.6689873437,0.009725752830175587,9.043920745965381e-4,0.9893698550952278
"Data processing, hosting and related activities; web portals",289,33161.831,134.08328333333333,71.3540476190476,32956.39366904762,0.004043301569606737,0.0021516920347084455,0.9938050063956848
Other information service activities,425,48001.571,36.23807142857143,28.059459340659334,47937.27346923077,7.549351130314345e-4,5.845529376665471e-4,0.9986605119493019
Monetary intermediation,6274,674511.461,784.635833495671,171.94432857142854,673554.8808379329,0.0011632653837080923,2.549168376123835e-4,0.9985818177786796
Activities of holding companies,78,8802.452,62.218,36.916857142857125,8703.317142857142,0.007068257799076895,0.004193928821521222,0.9887378133794019
"Trusts, funds and similar financial entities",36,3717.178,37.684583333333336,0,3679.4934166666667,0.010137955011391258,0,0.9898620449886087
"Other financial service activities, except insurance and pension funding",190,20710.174,0,6.929703703703703,20703.244296296296,0,3.346038378868137e-4,0.9996653961621133
Insurance,1485,158650.806,112.52642857142857,154.599860989011,158383.67971043955,7.092710803588893e-4,9.744662815580716e-4,0.9983162626380829
Reinsurance,56,6142.472,11.415000000000001,0,6131.057,0.001858372329576757,0,0.9981416276704232
Pension funding,41,4365.116,0,26.49025,4338.62575,0,0.006068624522234918,0.9939313754777651
"Activities auxiliary to financial services, except insurance and pension funding",1090,120238.96,524.9330757575757,35.92510150375939,119678.10182273867,0.004365748637193599,2.9878087355179547e-4,0.9953354704892545
Activities auxiliary to insurance and pension funding,2468,266893.216,143.80419166666667,103.56450000000001,266645.8473083333,5.388079690518123e-4,3.880372141043855e-4,0.9990731548168437
Fund management activities,68,7810.7,0,0,7810.7,0,0,1
Buying and selling of own real estate,179,19861.489,111.614,25.139249999999997,19724.73575,0.005619618952033254,0.001265728365078771,0.9931146526828879
Renting and operating of own or leased real estate,479,52063.481,142.8773375,102.11945,51818.4842125,0.0027442909070947447,0.0019614410722940327,0.9952942680206113
Real estate activities on a fee or contract basis,1351,145252.481,858.3034967032967,181.1182863136863,144213.059216983,0.005909045345003757,0.0012469204316977297,0.9928440342232985
Legal activities,2695,293576.333,11.608,102.95670899470899,293461.7682910053,3.9539972045362396e-5,3.506982594360186e-4,0.9996097617685187
"Accounting, bookkeeping and auditing activities; tax consultancy",3648,393495.581,175.09584545454544,7.27066153846154,393313.214493007,4.4497537941740045e-4,1.8477111026213887e-5,0.9995365475095563
Activities of head offices,167,17771.308,43.2453875,19.22833333333334,17708.834279166666,0.0024334386360306175,0.001081987512305416,0.9964845738516639
Management consultancy activities,2669,296994.485,1402.2004899930987,284.3845191722931,295307.8999908346,0.0047213014409782685,9.575414141858328e-4,0.9943211571448358
Architectural and engineering activities and related technical consultancy,4858,534062.57,10458.355753354193,5375.132581803304,518229.0816648425,0.019582641324881078,0.010064612058102676,0.9703527466170163
Technical testing and analysis,1253,137350.162,1850.125987012987,2799.127942609632,132700.9080703774,0.013470140552240389,0.020379502301640037,0.9661503571461196
Research and experimental development on natural sciences and engineering,1956,220136.105,4824.259731421356,976.1111222075194,214335.73414637113,0.021914895475330393,0.0044341255252404845,0.9736509789994291
Research and experimental development on social sciences and humanities,305,35152.595,60.32688636363636,24.405351973684212,35067.862761662676,0.0017161431855496404,6.942688576386526e-4,0.9975895879568116
Advertising,1291,144759.446,55.167675,26.04453703703704,144678.23378796296,3.8109896469208654e-4,1.7991597617081955e-4,0.9994389850591371
Market research and public opinion polling,180,19952.454,84.55799999999999,5.21255,19862.68345,0.004237974937819678,2.612485662164664e-4,0.9955007764959638
Specialised design activities,712,78944.851,96.38782499999999,24.509261904761907,78823.95391309523,0.0012209513828837298,3.1046055055271315e-4,0.9984685880665636
Photographic activities,394,43908.081,0,17.806500000000003,43890.2745,0,4.0554038332943777e-4,0.9995944596166706
Translation and interpretation activities,295,33385.62,46.373,0,33339.247,0.0013890111970363286,0,0.9986109888029637
"Other professional, scientific and technical activities n.e.c.",1783,197997.402,8444.668120454546,803.9591989908783,188748.77468055458,0.042650398617121985,0.004060453272972129,0.9532891481099058
Veterinary activities,620,67148.106,74.57227272727273,0,67073.53372727273,0.0011105640526520991,0,0.998889435947348
Renting and leasing of motor vehicles,172,19559.236,20.755636363636363,40.510088888888895,19497.970274747473,0.0010611680519441741,0.0020711488367382495,0.9968676831113175
Renting and leasing of personal and household goods,166,18283.177,8.602727272727272,51.75839365079364,18222.81587907648,4.7052693701577533e-4,0.0028309299664272597,0.996698543096557
"Renting and leasing of other machinery, equipment and tangible goods",272,29749.796,267.618262987013,89.3012880952381,29392.87644891775,0.00899563354945402,0.003001744552979056,0.9880026218975669
"Leasing of intellectual property and similar products, except copyrighted works",19,2156.151,0,0,2156.151,0,0,1
Activities of employment placement agencies,353,39293.688,26.301208333333335,21.58742857142856,39245.79936309524,6.693494469985443e-4,5.493866743032255e-4,0.9987812638786983
Temporary employment agency activities,287,31909.028,183.6355,45.87738241758241,31679.515117582418,0.0057549700354395,0.0014377555598867634,0.9928072744046738
Other human resources provision,94,10734.728,155.9402303030303,8.440419433198382,10570.347350263772,0.014526705315964252,7.862723147897537e-4,0.9846870223692461
Travel agency and tour operator activities,1307,144940.695,157.54576893939395,16.081777777777777,144767.06745328283,0.0010869671139592228,1.1095419252527923e-4,0.9988020786935154
Other reservation service and related activities,192,21845.126,0,6.822666666666668,21838.303333333333,0,3.1231985874865945e-4,0.9996876801412513
Private security activities,1122,126410.804,407.1871818181818,48.42381481481482,125955.193003367,0.003221142251560885,3.830670582145401e-4,0.9963957906902245
Security systems service activities,252,28065.714,57.54924242424242,0,28008.164757575756,0.0020505176680786536,0,0.9979494823319213
Investigation activities,21,2296.17,0,0,2296.17,0,0,1
Combined facilities support activities,3088,341525.577,869.5846348817848,354.82701805046804,340301.16534706776,0.002546177192701983,0.001038947130013832,0.9964148756772843
Cleaning activities,5825,678792.048,5437.126740427193,466.13457800636525,672888.7866815664,0.008010003588650163,6.867119015017767e-4,0.9913032845098481
Landscape service activities,2156,241350.698,1359.3976560437243,473.63973196160936,239517.66061199468,0.005632457943186575,0.0019624543698713868,0.9924050876869421
Office administrative and support activities,473,52909.221,34.70009318181818,54.64951203533308,52819.87139478285,6.558420730068617e-4,0.0010328920177322793,0.9983112659092609
Activities of call centres,700,79422.77,18.5289,43.99350000000001,79360.2476,2.3329455771940464e-4,5.539154577459337e-4,0.9992127899845347
Organisation of conventions and trade shows,457,51310.047,19.2509625,24.956296296296298,51265.8397412037,3.751889469132624e-4,4.863822536801866e-4,0.9991384287994065
Business support service activities n.e.c.,2194,241633.269,1558.5151641774892,607.321647929195,239467.4321878933,0.0064499196266615474,0.0025134024401631343,0.9910366779331753
Administration of the State and the economic and social policy of the community,16277,1743000.146,20835.41832356886,4708.250880641173,1717456.47679579,0.01195376740006817,0.0027012337844297424,0.9853449988155022
Provision of services to the community as a whole,7453,843324.517,1315.2319310064934,1028.675373922666,840980.6096950709,0.0015595798586352416,0.0012197859224845303,0.9972206342188803
Compulsory social security activities,3424,367955.622,456.55962587412586,49.716988095238094,367449.3453860306,0.001240800788400852,1.351168051870073e-4,0.9986240824064122
Pre-primary education,6788,742279.442,215.8966,11.652888888888889,742051.8925111111,2.908562298563564e-4,1.5698789740816892e-5,0.9996934449804028
Primary education,4719,509876.37,771.2042,38.991,509066.1748,0.0015125317535307629,7.647147876258709e-5,0.9984109967677066
Secondary education,7520,810208.479,600.0846352813853,99.32087098194202,809509.0734937367,7.406545979647607e-4,1.225868076627991e-4,0.9991367585943723
Higher education,5258,588508.808,2566.535086038961,886.4674444026732,585055.8054695583,0.004361081858334669,0.0015062942684158998,0.9941326238732494
Other education,2498,273898.883,342.7678238095238,58.953405820105814,273497.1617703704,0.001251439290497303,2.1523784680825377e-4,0.9985333228626946
Educational support activities,79,8612.954,47.69687878787879,12.098822966507178,8553.158298245615,0.005537807213167374,0.001404723973506323,0.9930574688133265
Hospital activities,15216,1681599.698,1772.0620983682984,532.678417930218,1679294.9574837014,0.0010537954428012143,3.167688591784095e-4,0.9986294356980203
Medical and dental practice activities,8791,955704.594,190.91477803030304,0,955513.6792219697,1.9976337796101775e-4,0,0.9998002366220389
Other human health activities,5141,558911.513,528.3919151515151,84.91544688644687,558298.2056379621,9.45394580110421e-4,1.519300370655397e-4,0.9989026753828241
Residential nursing care activities,4268,469491.534,102.68103181818182,56.473205311355315,469332.37976287043,2.1870688688112067e-4,1.2028588637203267e-4,0.9996610072267468
"Residential care activities for mental retardation, mental health and substance abuse",175,19198.847999999998,109.84895384615385,0,19088.999046153847,0.005721642978065864,0,0.9942783570219343
Residential care activities for the elderly and disabled,6905,758438.907,764.5235871420247,210.46785844228015,757463.9155544157,0.0010080226371377659,2.7750139991470686e-4,0.9987144759629475
Other residential care activities,676,74448.448,84.36526666666667,12.902181818181818,74351.18055151515,0.0011332038334320503,1.7330356998418312e-4,0.9986934925965837
Social work activities without accommodation for the elderly and disabled,4333,476325.893,163.59005151515152,38.41918855092276,476123.88375993393,3.434414419187401e-4,8.065735899627604e-5,0.999575901199085
Other social work activities without accommodation,6217,678958.22,1335.8043757575758,167.17695646443343,677455.238667778,0.0019674323638906323,0.00024622569038847993,0.9977863419457209
"Creative, arts and entertainment activities",2109,240273.371,85.43134496753247,106.05102344322341,240081.88863158925,3.555589394362493e-4,4.413765162649814e-4,0.9992030645442987
"Libraries, archives, museums and other cultural activities",617,67755.438,635.4804200757576,30.95906666666667,67088.99851325758,0.009379031983761327,4.5692371830976386e-4,0.990164044297929
Gambling and betting activities,606,68993.373,70.49,15.432592592592592,68907.4504074074,0.0010216923297836154,2.2368224543236335e-4,0.9987546254247839
Sports activities,1675,186156.761,350.68000173160175,169.5857364560391,185636.49526181235,0.001883788694258608,9.109834934012366e-4,0.9972052278123401
Amusement and recreation activities,345,38699.243,14.984272727272728,76.69003888888888,38607.568688383835,3.8719808362330826e-4,0.0019816935150098122,0.9976311084013667
"Activities of business, employers and professional membership organisations",1014,109642.829,826.0379867077366,279.18652099752103,108537.60449229475,0.0075338988809540534,0.002546327229458126,0.9899197738895879
Activities of trade unions,125,13462.69,81.1635,28.337386813186804,13353.189113186812,0.006028772852973662,0.0021048829627055812,0.9918663441843206
Activities of other membership organisations,3949,428311.783,2731.741145711233,309.4696436957779,425270.572210593,0.006377926674296591,7.225335747902548e-4,0.9928995397509132
Repair of computers and communication equipment,208,23101.589,24.747837500000003,33.39576428571428,23043.445398214284,0.0010712612669197777,0.0014456046415557942,0.9974831340915243
Repair of personal and household goods,443,49801.713,254.40479545454545,626.8210691919192,48920.487135353535,0.005108354314128621,0.012586335518055757,0.9823053101678155
Other personal service activities,5159,570559.824,1657.2816933441559,254.29351048581051,568648.24879617,0.0029046589395753807,4.456912312946355e-4,0.9966496498291298
Activities of households as employers of domestic personnel,1967,217370.432,73.7625,0,217296.6695,3.393400809913282e-4,0,0.9996606599190087
Activities of extraterritorial organisations and bodies,173,20007.516,83.87053327922078,214.3493825156325,19709.296084205147,0.004191951328651732,0.010713443013897003,0.9850946056574513
