EF137,n_obs,EF952_sum,EF952_share_green_abs,EF952_share_brown_abs,EF952_share_neutral_abs,EF952_share_green_rel,EF952_share_brown_rel,EF952_share_neutral_rel
Hospital activities,15216,1681599.698,1772.062098,532.6784179,1679294.957,0.001053795,3.17E-04,0.998629436
Medical and dental practice activities,8791,955704.594,190.914778,0,955513.6792,2.00E-04,0,0.999800237
Other human health activities,5141,558911.513,528.3919152,84.91544689,558298.2056,9.45E-04,1.52E-04,0.998902675
Residential nursing care activities,4268,469491.534,102.6810318,56.47320531,469332.3798,2.19E-04,1.20E-04,0.999661007
"Residential care activities for mental retardation, mental health and substance abuse",175,19198.848,109.8489538,0,19088.99905,0.005721643,0,0.994278357
Residential care activities for the elderly and disabled,6905,758438.907,764.5235871,210.4678584,757463.9156,0.001008023,2.78E-04,0.998714476
Other residential care activities,676,74448.448,84.36526667,12.90218182,74351.18055,0.001133204,1.73E-04,0.998693493
Social work activities without accommodation for the elderly and disabled,4333,476325.893,163.5900515,38.41918855,476123.8838,3.43E-04,8.07E-05,0.999575901
Other social work activities without accommodation,6217,678958.22,1335.804376,167.1769565,677455.2387,0.001967432,0.000246226,0.997786342
"Creative, arts and entertainment activities",2109,240273.371,85.43134497,106.0510234,240081.8886,3.56E-04,4.41E-04,0.999203065
"Libraries, archives, museums and other cultural activities",617,67755.438,635.4804201,30.95906667,67088.99851,0.009379032,4.57E-04,0.990164044
Gambling and betting activities,606,68993.373,70.49,15.43259259,68907.45041,0.001021692,2.24E-04,0.998754625
Sports activities,1675,186156.761,350.6800017,169.5857365,185636.4953,0.001883789,9.11E-04,0.997205228
Amusement and recreation activities,345,38699.243,14.98427273,76.69003889,38607.56869,3.87E-04,0.001981694,0.997631108
"Activities of business, employers and professional membership organisations",1014,109642.829,826.0379867,279.186521,108537.6045,0.007533899,0.002546327,0.989919774
Activities of trade unions,125,13462.69,81.1635,28.33738681,13353.18911,0.006028773,0.002104883,0.991866344
Activities of other membership organisations,3949,428311.783,2731.741146,309.4696437,425270.5722,0.006377927,7.23E-04,0.99289954
Repair of computers and communication equipment,208,23101.589,24.7478375,33.39576429,23043.4454,0.001071261,0.001445605,0.997483134
Repair of personal and household goods,443,49801.713,254.4047955,626.8210692,48920.48714,0.005108354,0.012586336,0.98230531
Other personal service activities,5159,570559.824,1657.281693,254.2935105,568648.2488,0.002904659,4.46E-04,0.99664965
Activities of households as employers of domestic personnel,1967,217370.432,73.7625,0,217296.6695,3.39E-04,0,0.99966066
Activities of extraterritorial organisations and bodies,173,20007.516,83.87053328,214.3493825,19709.29608,0.004191951,0.010713443,0.985094606
