,isco_code,preferredLabel,n_obs,EF952_sum,share_brown_unwtd,share_brown_wtd,share_green_unwtd,share_green_wtd,share_neutral_unwtd,share_neutral_wtd
59,2230,Traditional and complementary medicine professionals,331.0,35.156.031,0.0,0.0,0.0,0.0,1.0,1.0
60,2240,Paramedical practitioners,7.0,863.845,0.0,0.0,0.0,0.0,1.0,1.0
61,2250,Veterinarians,326.0,34.665.172,0.0,0.0,0.0,0.0,1.0,1.0
62,2261,Dentists,699.0,75897.72,0.0,0.0,0.0,0.0,1.0,1.0
63,2262,Pharmacists,641.0,71.029.175,0.0,0.0,0.0,0.0,1.0,1.0
64,2263,Environmental and occupational health and hygiene professionals,101.0,11.237.457,0.0,0.0,0.108910891,0.106123921,0.891089109,0.893876079
65,2264,Physiotherapists,1856.0,201.827.103,0.0,0.0,0.0,0.0,1.0,1.0
66,2265,Dieticians and nutritionists,175.0,19.049.717,0.0,0.0,0.0,0.0,1.0,1.0
67,2266,Audiologists and speech therapists,296.0,32391.17,0.0,0.0,0.0,0.0,1.0,1.0
68,2267,Optometrists and ophthalmic opticians,23.0,2.569.428,0.0,0.0,0.0,0.0,1.0,1.0
69,2269,Health professionals not elsewhere classified,822.0,88.366.575,0.0,0.0,0.0,0.0,1.0,1.0
70,2310,University and higher education teachers,2982.0,339707.52,0.0,0.0,0.0,0.0,1.0,1.0
71,2320,Vocational education teachers,2936.0,318.300.219,0.0,0.0,0.0,0.0,1.0,1.0
72,2330,Secondary education teachers,4355.0,467.381.545,0.0,0.0,0.0,0.0,1.0,1.0
73,2341,Primary school teachers,2007.0,214.930.522,0.0,0.0,0.0,0.0,1.0,1.0
74,2351,Education methods specialists,629.0,66.901.099,0.0,0.0,0.061261261,0.061733945,0.938738739,0.938266055
75,2352,Special needs teachers,957.0,102.824.373,0.0,0.0,0.0,0.0,1.0,1.0
76,2353,Other language teachers,238.0,28083.47,0.0,0.0,0.0,0.0,1.0,1.0
77,2354,Other music teachers,549.0,61.652.186,0.0,0.0,0.0,0.0,1.0,1.0
78,2355,Other arts teachers,175.0,19.817.687,0.0,0.0,0.0,0.0,1.0,1.0
79,2356,Information technology trainers,97.0,10.533.367,0.0,0.0,0.0,0.0,1.0,1.0
80,2359,Teaching professionals not elsewhere classified,385.0,42.605.446,0.0,0.0,0.0,0.0,1.0,1.0
81,2411,Accountants,2550.0,278.238.592,0.0,0.0,0.0,0.0,1.0,1.0
82,2412,Financial and investment advisers,496.0,54.757.213,0.0,0.0,0.0,0.0,1.0,1.0
83,2413,Financial analysts,176.0,20.589.768,0.0,0.0,0.0,0.0,1.0,1.0
84,2421,Management and organisation analysts,3685.0,409.110.262,0.0,0.0,0.00339213,0.003041902,0.99660787,0.996958098
85,2422,Policy administration professionals,921.0,98464.68,0.0,0.0,0.0,0.0,1.0,1.0
86,2423,Personnel and careers professionals,1051.0,114650.96,0.0,0.0,0.0,0.0,1.0,1.0
87,2424,Training and staff development professionals,232.0,25.379.154,0.0,0.0,0.0,0.0,1.0,1.0
88,2431,Advertising and marketing professionals,1945.0,220.112.944,0.0,0.0,0.0,0.0,1.0,1.0
89,2432,Public relations professionals,458.0,51.060.255,0.0,0.0,0.0,0.0,1.0,1.0
90,2433,Technical and medical sales professionals (excluding ICT),1745.0,192.389.708,0.0,0.0,0.0,0.0,1.0,1.0
91,2434,Information and communications technology sales professionals,367.0,40.172.814,0.0,0.0,0.0,0.0,1.0,1.0
92,2511,Systems analysts,2383.0,264.512.371,0.0,0.0,0.037851448,0.038108033,0.962148552,0.961891967
93,2512,Software developers,2630.0,302.351.225,0.0,0.0,0.0,0.0,1.0,1.0
94,2513,Web and multimedia developers,173.0,19.818.874,0.0,0.0,0.0,0.0,1.0,1.0
95,2514,Applications programmers,1004.0,114.361.369,0.0,0.0,0.0,0.0,1.0,1.0
96,2519,Software and applications developers and analysts not elsewhere classified,180.0,20.711.068,0.0,0.0,0.0,0.0,1.0,1.0
97,2521,Database designers and administrators,92.0,10305.3,0.0,0.0,0.0,0.0,1.0,1.0
98,2522,Systems administrators,1124.0,124.076.344,0.0,0.0,0.0,0.0,1.0,1.0
99,2523,Computer network professionals,15.0,1.674.603,0.0,0.0,0.0,0.0,1.0,1.0
100,2529,Database and network professionals not elsewhere classified,37.0,4.507.213,0.0,0.0,0.0,0.0,1.0,1.0
101,2611,Lawyers,1285.0,139.000.275,0.0,0.0,0.0,0.0,1.0,1.0
102,2612,Judges,206.0,22.513.719,0.0,0.0,0.0,0.0,1.0,1.0
103,2619,Legal professionals not elsewhere classified,717.0,77.467.494,0.0,0.0,0.0,0.0,1.0,1.0
104,2621,Archivists and curators,179.0,19.417.517,0.0,0.0,0.0,0.0,1.0,1.0
105,2622,Librarians and related information professionals,219.0,23060.99,0.0,0.0,0.0,0.0,1.0,1.0
106,2631,Economists,70.0,7.805.695,0.0,0.0,0.0,0.0,1.0,1.0
107,2632,"Sociologists, anthropologists and related professionals",169.0,18.621.607,0.0,0.0,0.0,0.0,1.0,1.0
108,2633,"Philosophers, historians and political scientists",173.0,19.457.626,0.0,0.0,0.0,0.0,1.0,1.0
109,2634,Psychologists,1014.0,110.696.366,0.0,0.0,0.0,0.0,1.0,1.0
110,2635,Social work and counselling professionals,3235.0,352.229.182,0.0,0.0,0.0,0.0,1.0,1.0
111,2636,Religious professionals,456.0,49751.35,0.0,0.0,0.0,0.0,1.0,1.0
112,2641,Authors and related writers,242.0,26.430.488,0.0,0.0,0.0,0.0,1.0,1.0
113,2642,Journalists,1185.0,132.255.972,0.0,0.0,0.0,0.0,1.0,1.0
114,2643,"Translators, interpreters and other linguists",453.0,51.821.212,0.0,0.0,0.0,0.0,1.0,1.0
115,2651,Visual artists,375.0,43.279.131,0.0,0.0,0.0,0.0,1.0,1.0
116,2652,"Musicians, singers and composers",630.0,72.978.193,0.0,0.0,0.0,0.0,1.0,1.0
117,2653,Dancers and choreographers,52.0,6.672.499,0.0,0.0,0.0,0.0,1.0,1.0
118,2654,"Film, stage and related directors and producers",394.0,44.846.555,0.0,0.0,0.0,0.0,1.0,1.0
119,2655,Actors,134.0,15.501.367,0.0,0.0,0.0,0.0,1.0,1.0
120,2656,"Announcers on radio, television and other media",22.0,2.589.008,0.0,0.0,0.0,0.0,1.0,1.0
121,2659,Creative and performing artists not elsewhere classified,138.0,16.817.502,0.0,0.0,0.0,0.0,1.0,1.0
122,3111,Chemical and physical science technicians,992.0,107.873.886,0.0,0.0,0.0,0.0,1.0,1.0
123,3112,Civil engineering technicians,1426.0,156.371.054,0.002062536,0.002085576,0.011570827,0.011013487,0.986366636,0.986900938
124,3113,Electrical engineering technicians,1116.0,122.038.182,,9.0,,0.036108016,,
125,3114,Electronics engineering technicians,230.0,25.484.437,0.0,0.0,0.0,0.0,1.0,1.0
126,3115,Mechanical engineering technicians,1906.0,209.958.475,0.0,0.0,0.0,0.0,1.0,1.0
127,3116,Chemical engineering technicians,262.0,29.256.191,0.0,0.0,0.0,0.0,1.0,1.0
128,3117,Mining and metallurgical technicians,181.0,19693.58,0.133967515,0.131444468,0.0,0.0,0.866032485,0.868555532
129,3118,Draughtspersons,1913.0,207.650.791,0.0,0.0,0.0,0.0,1.0,1.0
130,3119,Physical and engineering science technicians not elsewhere classified,3203.0,352.958.952,,7.0,,0.038437862,,
131,3121,Mining supervisors,21.0,2.210.351,0.0,0.0,0.0,0.0,1.0,1.0
132,3122,Manufacturing supervisors,4655.0,501.975.942,0.033888292,0.03503605,0.011485559,0.011111742,0.954626149,0.953852208
133,3123,Construction supervisors,1966.0,210.785.876,0.013250096,0.01314399,0.016873811,0.016651878,0.969876092,0.970204132
134,3131,Power production plant operators,201.0,22.006.135,0.142857143,0.142857143,0.5,0.5,0.357142857,0.357142857
135,3132,Incinerator and water treatment plant operators,255.0,27.865.164,0.179831933,0.179696282,0.280672269,0.281214874,0.539495798,0.539088845
136,3133,Chemical processing plant controllers,13.0,1.289.397,0.0,0.0,0.0,0.0,1.0,1.0
137,3134,Petroleum and natural gas refining plant operators,,,,,,,,
138,3135,Metal production process controllers,,,,,,,,
139,3141,Life science technicians (excluding medical),349.0,38.094.181,0.0,0.0,0.133237822,0.133367141,0.866762178,0.866632859
140,3142,Agricultural technicians,114.0,12.532.249,0.0,0.0,0.012061404,0.013433632,0.987938596,0.986566368
141,3143,Forestry technicians,113.0,11.668.038,0.0,0.0,0.408554572,0.406703823,0.591445428,0.593296177
142,3151,Ships’ engineers,35.0,4.120.295,0.0,0.0,0.0,0.0,1.0,1.0
143,3152,Ships' deck officers and pilots,127.0,14.567.598,0.0,0.0,0.0,0.0,1.0,1.0
144,3153,Aircraft pilots and related associate professionals,159.0,17.361.176,0.0,0.0,0.0,0.0,1.0,1.0
145,3154,Air traffic controllers,41.0,4.210.899,0.0,0.0,0.0,0.0,1.0,1.0
146,3211,Medical imaging and therapeutic equipment technicians,233.0,25.431.136,0.0,0.0,0.0,0.0,1.0,1.0
147,3212,Medical and pathology laboratory technicians,762.0,82.732.759,0.0,0.0,0.0,0.0,1.0,1.0
148,3213,Pharmaceutical technicians and assistants,748.0,80.920.444,0.0,0.0,0.0,0.0,1.0,1.0
149,3214,Medical and dental prosthetic technicians,776.0,84.329.943,0.0,0.0,0.0,0.0,1.0,1.0
150,3221,Nursing associate professionals,12967.0,1.428.280.148,0.0,0.0,0.0,0.0,1.0,1.0
151,3222,Midwifery associate professionals,16.0,1.640.233,0.0,0.0,0.0,0.0,1.0,1.0
152,3240,Veterinary technicians and assistants,239.0,26.147.599,0.0,0.0,0.0,0.0,1.0,1.0
153,3251,Dental assistants and therapists,2045.0,223.978.112,0.0,0.0,0.0,0.0,1.0,1.0
154,3252,Medical records and health information technicians,173.0,18.993.414,0.0,0.0,0.0,0.0,1.0,1.0
155,3253,Community health workers,62.0,6.474.487,0.0,0.0,0.0,0.0,1.0,1.0
156,3254,Dispensing opticians,364.0,39846.83,0.0,0.0,0.0,0.0,1.0,1.0
157,3255,Physiotherapy technicians and assistants,628.0,68.709.359,0.0,0.0,0.0,0.0,1.0,1.0
158,3256,Medical assistants,4104.0,447.204.001,0.0,0.0,0.0,0.0,1.0,1.0
159,3257,Environmental and occupational health inspectors and associates,647.0,72.135.883,0.0,0.0,0.045595054,0.047245862,0.954404946,0.952754138
160,3258,Ambulance workers,673.0,74.017.765,0.0,0.0,0.0,0.0,1.0,1.0
161,3259,Health associate professionals not elsewhere classified,83.0,9.165.389,0.0,0.0,0.0,0.0,1.0,1.0
162,3311,Securities and finance dealers and brokers,427.0,46.380.918,0.0,0.0,0.0,0.0,1.0,1.0
163,3312,Credit and loans officers,642.0,67.999.093,0.0,0.0,0.0,0.0,1.0,1.0
164,3313,Accounting associate professionals,3717.0,403.178.043,0.0,0.0,0.0,0.0,1.0,1.0
165,3314,"Statistical, mathematical and related associate professionals",11.0,1.307.452,0.0,0.0,0.0,0.0,1.0,1.0
166,3315,Valuers and loss assessors,11.0,12.585.439.999.999.900,0.0,0.0,0.0,0.0,1.0,1.0
167,3321,Insurance representatives,665.0,71.495.713,0.0,0.0,0.0,0.0,1.0,1.0
168,3322,Commercial sales representatives,2189.0,237.700.379,0.0,0.0,0.0,0.0,1.0,1.0
169,3323,Buyers,1015.0,111169.08,0.0,0.0,0.0,0.0,1.0,1.0
170,3324,Trade brokers,66.0,6961.74,0.0,0.0,0.193181818,0.195097741,0.806818182,0.804902259
171,3331,Clearing and forwarding agents,379.0,41.412.637,0.0,0.0,0.0,0.0,1.0,1.0
172,3332,Conference and event planners,284.0,31.860.315,0.0,0.0,0.0,0.0,1.0,1.0
173,3333,Employment agents and contractors,366.0,40.672.539,0.0,0.0,0.0,0.0,1.0,1.0
174,3334,Real estate agents and property managers,1679.0,181.333.526,0.0,0.0,0.0,0.0,1.0,1.0
175,3339,Business services agents not elsewhere classified,96.0,10.398.759,0.0,0.0,0.0,0.0,1.0,1.0
176,3341,Office supervisors,4689.0,522.597.058,0.0,0.0,0.0,0.0,1.0,1.0
177,3342,Legal secretaries,1534.0,165.933.227,0.0,0.0,0.0,0.0,1.0,1.0
178,3343,Administrative and executive secretaries,9698.0,1.041.152.753,,,,,,
179,3344,Medical secretaries,777.0,84.819.163,0.0,0.0,0.0,0.0,1.0,1.0
180,3351,Customs and border inspectors,331.0,35974.12,0.0,0.0,0.0,0.0,1.0,1.0
181,3352,Government tax and excise officials,892.0,95.485.757,0.0,0.0,0.0,0.0,1.0,1.0
182,3353,Government social benefits officials,1106.0,119.044.535,0.0,0.0,0.0,0.0,1.0,1.0
183,3354,Government licensing officials,12.0,1.372.192,0.0,0.0,0.0,0.0,1.0,1.0
184,3355,Police inspectors and detectives,1234.0,133.199.054,0.0,0.0,0.0,0.0,1.0,1.0
185,3359,Regulatory government associate professionals not elsewhere classified,52.0,5.472.052,0.0,0.0,0.0,0.0,1.0,1.0
186,3411,Legal and related associate professionals,444.0,47.910.526,0.0,0.0,0.0,0.0,1.0,1.0
187,3412,Social work associate professionals,8964.0,983.788.539,0.0,0.0,0.0,0.0,1.0,1.0
188,3413,Religious associate professionals,271.0,28.878.123,0.0,0.0,0.0,0.0,1.0,1.0
189,3421,Athletes and sports players,83.0,9.666.287,0.0,0.0,0.0,0.0,1.0,1.0
190,3422,"Sports coaches, instructors and officials",589.0,65.239.059,0.0,0.0,0.0,0.0,1.0,1.0
191,3423,Fitness and recreation instructors and program leaders,679.0,73.915.033,0.0,0.0,0.0,0.0,1.0,1.0
192,3431,Photographers,328.0,36.888.346,0.0,0.0,0.0,0.0,1.0,1.0
193,3432,Interior designers and decorators,450.0,50.425.934,0.0,0.0,0.0,0.0,1.0,1.0
194,3433,"Gallery, museum and library technicians",64.0,7.021.748,0.0,0.0,0.0,0.0,1.0,1.0
195,3434,Chefs,296.0,31.963.407,0.0,0.0,0.0,0.0,1.0,1.0
196,3435,Other artistic and cultural associate professionals,379.0,42.359.722,0.0,0.0,0.0,0.0,1.0,1.0
197,3511,Information and communications technology operations technicians,99.0,10.651.796,0.0,0.0,0.0,0.0,1.0,1.0
198,3512,Information and communications technology user support technicians,1419.0,159.870.026,0.0,0.0,0.0,0.0,1.0,1.0
199,3513,Computer network and systems technicians,139.0,14826.7,0.0,0.0,0.0,0.0,1.0,1.0
200,3514,Web technicians,9.0,942.152,0.0,0.0,0.0,0.0,1.0,1.0
201,3521,Broadcasting and audiovisual technicians,235.0,26.582.944,0.0,0.0,0.0,0.0,1.0,1.0
202,3522,Telecommunications engineering technicians,448.0,49478.81,0.0,0.0,0.0,0.0,1.0,1.0
203,4110,General office clerks,9.0,908.311,0.0,0.0,0.666666667,0.666666667,0.333333333,0.333333333
204,4120,Secretaries (general),12793.0,1.376.926.695,0.0,0.0,0.0,0.0,1.0,1.0
205,4131,Typists and word processing operators,245.0,26.631.327,0.0,0.0,0.0,0.0,1.0,1.0
206,4132,Data entry clerks,1936.0,215.153.411,0.0,0.0,0.0,0.0,1.0,1.0
207,4211,Bank tellers and related clerks,3508.0,375.081.191,0.0,0.0,0.0,0.0,1.0,1.0
208,4212,"Bookmakers, croupiers and related gaming workers",91.0,9.813.775,0.0,0.0,0.0,0.0,1.0,1.0
209,4213,Pawnbrokers and money-lenders,3.0,340.374,0.0,0.0,0.0,0.0,1.0,1.0
210,4214,Debt-collectors and related workers,11.0,1.166.628,0.0,0.0,0.0,0.0,1.0,1.0
211,4221,Travel consultants and clerks,883.0,95.900.603,0.0,0.0,0.0,0.0,1.0,1.0
212,4222,Contact centre information clerks,648.0,72.137.841,0.0,0.0,0.0,0.0,1.0,1.0
213,4224,Hotel receptionists,1146.0,128.516.375,0.0,0.0,0.0,0.0,1.0,1.0
214,4225,Enquiry clerks,14.0,1.599.605,0.0,0.0,0.0,0.0,1.0,1.0
215,4226,Receptionists (general),109.0,12.142.508,0.0,0.0,0.0,0.0,1.0,1.0
216,4227,Survey and market research interviewers,44.0,4.826.025,0.0,0.0,0.0,0.0,1.0,1.0
217,4311,Accounting and bookkeeping clerks,2399.0,261.557.781,0.0,0.0,0.0,0.0,1.0,1.0
218,4312,"Statistical, finance and insurance clerks",1995.0,215278.89,0.0,0.0,0.0,0.0,1.0,1.0
219,4321,Stock clerks,5555.0,628.610.566,0.0,0.0,0.0,0.0,1.0,1.0
220,4322,Production clerks,11538.0,1.237.904.008,0.0,0.0,0.0,0.0,1.0,1.0
221,4323,Transport clerks,1768.0,196.375.539,0.0,0.0,0.0,0.0,1.0,1.0
222,4411,Library clerks,75.0,8.136.813,0.0,0.0,0.0,0.0,1.0,1.0
223,4412,Mail carriers and sorting clerks,1625.0,185.686.693,0.0,0.0,0.0,0.0,1.0,1.0
224,4413,"Coding, proof-reading and related clerks",64.0,7.035.233,0.0,0.0,0.0,0.0,1.0,1.0
225,4415,Filing and copying clerks,53.0,5.489.598,0.0,0.0,0.0,0.0,1.0,1.0
226,4416,Personnel clerks,743.0,81.481.815,0.0,0.0,0.0,0.0,1.0,1.0
227,4419,Clerical support workers not elsewhere classified,1180.0,131.407.988,0.0,0.0,0.0,0.0,1.0,1.0
228,5111,Travel attendants and travel stewards,372.0,42.195.169,0.0,0.0,0.0,0.0,1.0,1.0
229,5112,Transport conductors,193.0,21.127.907,0.0,0.0,0.0,0.0,1.0,1.0
230,5113,Travel guides,85.0,9.374.592,0.0,0.0,0.0,0.0,1.0,1.0
231,5120,Cooks,2509.0,295.837.836,0.0,0.0,0.0,0.0,1.0,1.0
232,5131,Waiters,4708.0,548.672.573,0.0,0.0,0.0,0.0,1.0,1.0
233,5132,Bartenders,220.0,27.858.196,0.0,0.0,0.0,0.0,1.0,1.0
234,5141,Hairdressers,1725.0,190.982.449,0.0,0.0,0.0,0.0,1.0,1.0
235,5142,Beauticians and related workers,1366.0,150.394.601,0.0,0.0,0.0,0.0,1.0,1.0
236,5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",1823.0,197.061.915,0.0,0.0,0.0,0.0,1.0,1.0
237,5152,Domestic housekeepers,82.0,8.837.148,0.0,0.0,0.0,0.0,1.0,1.0
238,5153,Building caretakers,3696.0,403.184.324,0.0,0.0,0.0,0.0,1.0,1.0
239,5163,Undertakers and embalmers,131.0,13.769.147,0.0,0.0,0.0,0.0,1.0,1.0
240,5164,Pet groomers and animal care workers,427.0,47.030.444,0.0,0.0,0.0,0.0,1.0,1.0
241,5165,Driving instructors,700.0,77.902.599,0.0,0.0,0.0,0.0,1.0,1.0
242,5169,Personal services workers not elsewhere classified,9.0,1.294.902,0.0,0.0,0.0,0.0,1.0,1.0
243,5211,Stall and market salespersons,111.0,12.323.216,0.0,0.0,0.0,0.0,1.0,1.0
244,5221,Shop keepers,1402.0,153.684.791,0.0,0.0,0.0,0.0,1.0,1.0
245,5222,Shop supervisors,159.0,17.202.145,0.0,0.0,0.0,0.0,1.0,1.0
246,5223,Shop sales assistants,22487.0,2.478.235.687,0.0,0.0,0.0,0.0,1.0,1.0
247,5230,Cashiers and ticket clerks,1527.0,168.190.969,0.0,0.0,0.0,0.0,1.0,1.0
248,5241,Fashion and other models,22.0,2.332.992,0.0,0.0,0.0,0.0,1.0,1.0
249,5245,Service station attendants,227.0,24.558.811,0.0,0.0,0.0,0.0,1.0,1.0
250,5246,Food service counter attendants,561.0,67.011.671,0.0,0.0,0.0,0.0,1.0,1.0
251,5249,Sales workers not elsewhere classified,92.0,10.657.828,0.0,0.0,0.0,0.0,1.0,1.0
252,5311,Child care workers,1329.0,145.634.607,0.0,0.0,0.0,0.0,1.0,1.0
253,5312,Teachers’ aides,164.0,17.807.427,0.0,0.0,0.0,0.0,1.0,1.0
254,5321,Health care assistants,3152.0,347.750.146,0.0,0.0,0.0,0.0,1.0,1.0
255,5322,Home-based personal care workers,713.0,78.957.888,0.0,0.0,0.0,0.0,1.0,1.0
256,5329,Personal care workers in health services not elsewhere classified,28.0,3.037.651,0.0,0.0,0.0,0.0,1.0,1.0
257,5411,Fire-fighters,383.0,41.509.862,0.0,0.0,0.0,0.0,1.0,1.0
258,5412,Police officers,1083.0,119.056.555,0.0,0.0,0.0,0.0,1.0,1.0
259,5413,Prison guards,279.0,29.832.987,0.0,0.0,0.0,0.0,1.0,1.0
260,5414,Security guards,1624.0,182.992.787,0.0,0.0,0.0,0.0,1.0,1.0
261,5419,Protective services workers not elsewhere classified,189.0,20.845.379,0.0,0.0,0.0,0.0,1.0,1.0
262,6111,Field crop and vegetable growers,52.0,5.762.559,0.0,0.0,0.0,0.0,1.0,1.0
263,6112,Tree and shrub crop growers,139.0,14.364.069,0.0,0.0,0.0,0.0,1.0,1.0
264,6113,"Gardeners, horticultural and nursery growers",2251.0,249.455.613,0.0,0.0,0.002665482,0.00250734,0.997334518,0.99749266
265,6121,Livestock and dairy producers,214.0,23.167.756,0.0,0.0,0.0,0.0,1.0,1.0
266,6122,Poultry producers,26.0,2.986.342,0.0,0.0,0.0,0.0,1.0,1.0
267,6123,Apiarists and sericulturists,18.0,2.052.711,0.0,0.0,0.0,0.0,1.0,1.0
268,6129,Animal producers not elsewhere classified,11.0,1.182.731,0.0,0.0,0.0,0.0,1.0,1.0
269,6130,Mixed crop and animal producers,2093.0,222.312.581,0.0,0.0,0.0,0.0,1.0,1.0
270,6210,Forestry and related workers,189.0,20.158.584,0.0,0.0,0.0,0.0,1.0,1.0
271,6221,Aquaculture workers,13.0,1.364.595,0.0,0.0,0.0,0.0,1.0,1.0
272,6222,Inland and coastal waters fishery workers,10.0,1.096.829,0.0,0.0,0.0,0.0,1.0,1.0
273,7111,House builders,458.0,58.995.596,0.0,0.0,0.0,0.0,1.0,1.0
274,7112,Bricklayers and related workers,1311.0,149.741.998,0.0,0.0,0.0,0.0,1.0,1.0
275,7113,"Stonemasons, stone cutters, splitters and carvers",111.0,12.096.809,0.0,0.0,0.0,0.0,1.0,1.0
